,rho_brine,inj_rate,geo_grad,depth_bottom_usdw,depth_top_res,thick_res,perm_res,p_crit,plume_rad,pressure_front_rad,std_dev_to_perm_res_ratio,vertical_correlation,lateral_correlation,random_seed
60,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.25,9,230,831
61,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.18,5,140,983
62,1020,1,25,100,1500,100,100,2.744,2596.117637920465,9212.445936491918,0.46,5,288,9725
63,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,8,111,5577
64,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8298.750925039123,0.48,6,400,10998
65,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,5,224,10623
66,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.07,2,252,11038
67,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.19,7,423,5759
68,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,5,64,9876
69,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.25,9,72,4956
70,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8298.750925039123,0.42,6,141,2682
71,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,7,297,6940
72,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.31,5,322,4542
73,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.23,6,56,6894
74,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,7,78,9379
75,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,3,220,8568
76,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.49,7,45,8499
77,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8298.750925039123,0.36,10,384,7987
78,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.24,7,54,1860
79,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,5,260,10633
80,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.37,8,90,3699
81,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8592.897091226594,0.3,8,400,4763
82,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.13,7,156,7538
83,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.41,3,40,4892
84,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.16,2,110,11147
85,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,6,63,11845
86,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.42,6,126,5141
87,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,5,306,11937
88,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.37,2,88,8992
89,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.47,7,94,9225
90,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.38,2,52,2574
91,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.12,6,80,11591
92,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.26,9,80,8477
93,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,4,18,9065
94,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,10,150,4800
95,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,2,72,1026
96,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.29,5,351,5927
97,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.33,4,216,2270
98,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.46,3,104,10704
99,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,9,175,2093
100,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.23,3,205,7261
101,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,6,288,7875
102,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.47,10,62,4595
103,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,6,64,3437
104,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,10,70,549
105,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.32,2,80,7614
106,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,8,150,476
107,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,9,95,978
108,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.23,7,160,752
109,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,10,104,8558
110,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,6,324,5576
111,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.4,2,250,7997
112,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.32,7,50,11647
113,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.13,10,210,8135
114,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,9,182,4923
115,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,3,360,3058
116,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.34,10,108,9847
117,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,4,184,4683
118,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.31,10,90,400
119,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.24,7,160,11402
120,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.33,6,36,9819
121,1020,1,25,100,1500,100,100,2.744,2018.40733930441,8298.750925039123,0.47,10,222,4452
122,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,4,54,7531
123,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.4,6,60,7125
124,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8592.897091226594,0.47,8,52,3809
125,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.1,10,259,12139
126,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,9,16,8387
127,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.15,6,34,2864
128,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,8,48,1205
129,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,7,234,5926
130,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.06,9,114,12266
131,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,8,188,6558
132,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.1,2,420,6863
133,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,7,77,9220
134,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.31,6,104,5376
135,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.43,2,245,3782
136,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,9,100,2522
137,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,3,25,4386
138,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.15,7,57,368
139,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.17,2,266,6684
140,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,9,153,7640
141,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.47,3,297,6985
142,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.25,2,38,6752
143,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.34,9,216,9763
144,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.35,6,176,12206
145,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.37,6,126,7189
146,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.38,3,261,8451
147,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.18,6,441,7139
148,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.39,3,120,11720
149,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,4,76,12207
150,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.33,9,168,117
151,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.43,6,198,9185
152,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.27,7,86,5626
153,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.29,7,200,8337
154,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.27,9,84,11135
155,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.46,6,120,9002
156,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.21,10,204,11884
157,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.46,2,24,5961
158,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8298.750925039123,0.41,7,350,11081
159,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.41,10,63,8274
160,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.27,5,140,521
161,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.27,5,240,3782
162,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.18,9,78,4556
163,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.18,3,50,11068
164,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,5,156,3305
165,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.33,3,28,7009
166,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.24,9,329,10140
167,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,9,260,10980
168,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.18,9,410,11750
169,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.31,8,240,3986
170,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.4,2,133,8855
171,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,6,102,3702
172,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,2,301,3427
173,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.32,9,138,3144
174,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.19,4,30,3596
175,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,5,144,4872
176,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.25,4,252,7236
177,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.33,10,135,355
178,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.43,8,144,11849
179,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,3,132,7179
180,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.37,5,150,5574
181,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.15,6,135,3420
182,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.2,2,45,10051
183,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,9,225,7351
184,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.28,4,45,2331
185,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.3,8,168,9749
186,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.08,2,96,10910
187,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8897.34190298462,0.49,2,32,2741
188,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.3,5,198,4931
189,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.22,5,270,3825
190,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.4,8,138,236
191,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.42,9,22,2118
192,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,6,432,580
193,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.26,9,240,6285
194,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,6,280,1444
195,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,4,85,11833
196,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.41,2,245,3310
197,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.43,2,128,10380
198,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.1,5,368,6021
199,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.17,7,45,3239
200,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.37,7,72,12004
201,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.15,7,180,5735
202,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.11,7,76,6227
203,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.49,7,144,11193
204,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.15,3,78,7970
205,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.38,10,171,6572
206,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.3,10,45,12208
207,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.23,9,72,7140
208,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.25,8,155,3550
209,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.49,4,246,908
210,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,4,63,3685
211,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.23,2,228,6302
212,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.09,10,136,10410
213,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8298.750925039123,0.26,3,344,617
214,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,6,290,5746
215,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,10,186,5804
216,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.26,9,50,4671
217,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.33,8,423,6826
218,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.22,5,368,5658
219,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,7,315,3378
220,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.45,3,273,5565
221,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.42,8,30,1729
222,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.36,7,114,2360
223,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,4,145,11588
224,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.45,8,90,1461
225,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8897.34190298462,0.41,5,400,4980
226,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.32,6,108,4701
227,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.39,5,176,4733
228,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,10,450,4389
229,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.16,2,192,6319
230,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8592.897091226594,0.33,5,161,9421
231,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.29,8,87,7062
232,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8592.897091226594,0.42,8,117,2259
233,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.06,2,24,8092
234,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.28,5,96,7779
235,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.04,7,288,10390
236,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8897.34190298462,0.46,10,78,8636
237,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8592.897091226594,0.4,4,126,2509
238,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,7,115,4399
239,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.16,8,35,2176
240,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,4,30,7394
241,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.29,5,35,6476
242,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,9,310,7702
243,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,3,184,8835
244,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.48,10,150,8503
245,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.46,5,168,1029
246,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.35,4,96,5023
247,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.12,10,350,10957
248,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8014.555025680014,0.38,6,360,2556
249,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,5,84,2766
250,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8897.34190298462,0.44,3,123,8209
251,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,5,48,4084
252,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.14,8,215,3842
253,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.48,6,175,6016
254,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8592.897091226594,0.45,6,132,9252
255,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.19,9,120,5609
256,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8897.34190298462,0.49,10,35,11137
257,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.06,8,72,12263
258,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8014.555025680014,0.29,9,460,4628
259,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,10,352,6397
260,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.37,3,52,3113
261,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.21,8,296,1503
262,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.41,6,351,5679
263,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.3,6,33,1606
264,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.11,5,490,367
265,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.33,8,114,5833
266,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.33,8,195,12324
267,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8592.897091226594,0.47,9,116,3475
268,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,2,87,6095
269,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.08,6,264,8764
270,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.21,3,46,9356
271,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8592.897091226594,0.43,2,300,3236
272,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.27,9,135,4845
273,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.36,6,104,2954
274,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.12,8,12,7873
275,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.18,4,104,5204
276,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.06,3,153,8996
277,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8298.750925039123,0.39,3,320,4277
278,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.34,2,207,8284
279,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.43,5,180,7471
280,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8592.897091226594,0.46,3,376,5948
