,rho_brine,inj_rate,geo_grad,depth_bottom_usdw,depth_top_res,thick_res,perm_res,p_crit,plume_rad,pressure_front_rad,std_dev_to_perm_res_ratio,vertical_correlation,lateral_correlation,random_seed
281,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.35,8,96,9715
282,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.15,8,279,4924
283,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,9212.445936491918,0.44,8,217,2550
284,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.21,9,220,5225
285,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.21,4,161,553
286,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8592.897091226594,0.49,10,72,12150
287,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.23,6,216,8216
288,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.41,3,252,7090
289,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.49,5,28,10993
290,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,10,156,797
291,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8592.897091226594,0.41,5,50,6200
292,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.39,8,308,4968
293,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.42,10,45,1654
294,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.3,2,376,3519
295,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.13,2,500,8385
296,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.31,10,78,4206
297,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.17,4,126,4332
298,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,9,195,12274
299,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,2,414,6541
300,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,2,20,7268
301,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.32,3,36,3883
302,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.18,8,105,5765
303,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.4,2,384,10438
304,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.19,9,392,757
305,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.19,8,96,3693
306,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.4,9,104,11078
307,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.22,5,35,11083
308,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.33,3,92,10735
309,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.18,2,150,507
310,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8014.555025680014,0.37,10,162,11735
311,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,10,246,8323
312,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.48,10,116,10505
313,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.46,2,36,3017
314,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.1,6,120,7490
315,1020,1,25,100,1500,100,100,2.744,2169.5248407169115,8897.34190298462,0.48,5,90,11569
316,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,4,243,3307
317,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.29,10,40,10930
318,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,8,96,5061
319,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.19,5,250,10376
320,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.08,6,36,7617
321,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.47,3,225,11774
322,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.2,8,128,7432
323,1020,1,25,100,1500,100,100,2.744,2249.074543240092,8592.897091226594,0.46,10,110,11080
324,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.15,5,205,18
325,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.38,5,328,4714
326,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.18,5,210,2843
327,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.29,9,144,4717
328,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.45,8,324,4567
329,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,4,48,8109
330,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.43,6,387,6149
331,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.26,6,66,4537
332,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.36,6,152,1567
333,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.08,5,115,4982
334,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.37,6,30,8032
335,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.31,4,144,4397
336,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.43,6,170,9517
337,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.12,3,148,12242
338,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,3,35,1712
339,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,10,312,12079
340,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.15,8,120,2461
341,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,4,432,6450
342,1020,1,25,100,1500,100,100,2.744,2994.376040693835,9212.445936491918,0.48,10,370,2794
343,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8897.34190298462,0.43,6,380,7480
344,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.37,10,46,8567
345,1020,1,25,100,1500,100,100,2.744,2331.4094399480146,8897.34190298462,0.44,7,210,6049
346,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.31,4,90,7573
347,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8897.34190298462,0.46,10,49,8033
348,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,7,36,5327
349,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,8,200,11939
350,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,6,105,4274
351,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8298.750925039123,0.41,5,115,4216
352,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.43,5,301,1633
353,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,4,245,11194
354,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.32,7,470,5382
355,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.46,6,128,11520
356,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.44,2,90,4903
357,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.49,8,120,5015
358,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.34,7,248,254
359,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.2,5,56,7535
360,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8298.750925039123,0.36,4,450,581
361,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.24,7,376,1703
362,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.29,7,203,6235
363,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,4,360,1004
364,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,2,45,3691
365,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.29,5,128,9843
366,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.18,6,306,7285
367,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,8,126,8321
368,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,3,152,6133
369,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.48,9,136,8400
370,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.39,10,10,4641
371,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.21,8,288,11114
372,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.08,5,162,4171
373,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.12,4,300,5977
374,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.49,8,72,2098
375,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.42,8,400,8326
376,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.3,6,105,2178
377,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.39,2,147,7987
378,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,6,256,5436
379,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.14,10,36,6492
380,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,2,99,5218
381,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,3,120,9042
382,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.31,3,288,7644
383,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.17,7,44,4646
384,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.2,9,105,157
385,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,2,10,6268
386,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8897.34190298462,0.46,6,129,9808
387,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.1,6,92,10405
388,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,9,126,7689
389,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.23,2,140,12177
390,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.22,2,238,6340
391,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.31,9,175,11178
392,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.31,10,216,7417
393,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8897.34190298462,0.42,6,150,8636
394,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,4,175,11343
395,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,9,180,1008
396,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.38,6,480,6367
397,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.07,9,180,6463
398,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,3,110,5034
399,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.24,7,153,444
400,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.24,7,147,9800
401,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8897.34190298462,0.44,8,84,7577
402,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.23,10,28,5135
403,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.0,8,261,12287
404,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,2,210,5062
405,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8298.750925039123,0.35,3,259,2999
406,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,8298.750925039123,0.43,10,315,334
407,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.29,8,297,536
408,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,4,222,10975
409,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.13,7,245,7482
410,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,10,140,9014
411,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.44,7,21,6216
412,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8897.34190298462,0.4,5,90,401
413,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.31,3,156,4993
414,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.18,6,423,9952
415,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.4,3,306,12013
416,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.17,4,270,1536
417,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.25,10,396,4776
418,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.34,3,240,10684
419,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.22,7,198,735
420,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.24,2,240,1616
421,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.33,8,25,5633
422,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,3,147,5738
423,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.38,6,27,12277
424,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.26,2,86,6855
425,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.29,2,26,10960
426,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,7,60,3860
427,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.37,2,42,2845
428,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.19,7,360,1675
429,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.4,3,150,2448
430,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8897.34190298462,0.46,2,170,4130
431,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,10,270,3835
432,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.35,10,72,11479
433,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,3,16,4397
434,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.49,9,88,1192
435,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.22,7,75,11622
436,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8298.750925039123,0.3,2,224,9917
437,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.22,4,96,9061
438,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,5,205,2306
439,1020,1,25,100,1500,100,100,2.744,2018.40733930441,8592.897091226594,0.48,6,42,2909
440,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8014.555025680014,0.46,8,450,10507
441,1020,1,25,100,1500,100,100,2.744,2416.6270460594747,9212.445936491918,0.46,8,70,5808
442,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.3,4,30,2395
443,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.2,7,117,6629
444,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,9,273,12171
445,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,6,46,7544
446,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.24,2,90,1520
447,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8897.34190298462,0.42,7,273,8771
448,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8298.750925039123,0.38,7,216,5854
449,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.38,3,90,8089
450,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.09,8,160,10816
451,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.38,8,168,4789
452,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.15,7,30,4947
453,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.05,5,234,6860
454,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.29,9,84,8552
455,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.29,5,94,7746
456,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.25,10,60,8307
457,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8298.750925039123,0.38,6,230,9361
458,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.22,2,60,6641
459,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.25,9,175,879
460,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.37,7,70,8984
461,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.38,5,60,11916
462,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.25,5,150,2936
463,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.42,8,470,8060
464,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,3,56,3268
465,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.2,8,190,7192
466,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,9,280,8205
467,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.07,6,390,3244
468,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,8,270,8168
469,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,10,168,707
470,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.32,4,279,2653
471,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.09,6,90,9744
472,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.21,10,126,1533
473,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.22,2,60,11472
474,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.21,7,250,277
475,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,2,76,160
476,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8897.34190298462,0.4,8,72,90
477,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.44,5,294,8317
478,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.46,2,180,7996
479,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.35,6,90,8250
480,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.39,10,91,278
481,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.4,5,20,2888
482,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.23,3,40,7016
483,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.12,5,124,5641
484,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,4,72,823
485,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8897.34190298462,0.49,4,64,2041
486,1020,1,25,100,1500,100,100,2.744,2994.376040693835,8592.897091226594,0.34,7,64,2287
487,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.36,2,56,7430
488,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.1,4,24,10264
489,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.16,5,78,11045
490,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.33,10,30,9886
491,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,2,224,10227
492,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.3,9,45,2889
493,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.31,2,95,1232
494,1020,1,25,100,1500,100,100,2.744,2169.5248407169115,9212.445936491918,0.46,8,220,6761
495,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.4,4,24,6844
496,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.04,9,144,6178
497,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.22,7,90,7867
498,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.22,7,460,5535
499,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.2,7,150,11424
500,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.45,8,42,8452
501,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,2,105,11838
502,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,10,423,2836
503,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.39,2,126,12079
504,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.44,6,36,3185
505,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.1,3,216,4277
506,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.08,5,217,2373
507,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.39,5,160,4974
508,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.05,5,45,10093
509,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.04,7,188,12054
510,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.46,3,200,5961
511,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.25,2,72,889
512,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.35,8,185,9941
513,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.48,2,120,3717
514,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.25,9,84,4794
515,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.23,4,190,1540
516,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,7,27,7054
517,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.18,9,117,8722
518,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,10,52,10778
519,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.33,4,200,7161
520,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.46,10,360,4778
521,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8592.897091226594,0.47,9,45,5862
522,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.11,3,378,6983
523,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8298.750925039123,0.41,6,294,1037
524,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.24,7,112,4893
525,1020,1,25,100,1500,100,100,2.744,3102.8054334306075,8897.34190298462,0.46,10,160,200
526,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.14,7,200,1261
527,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.41,6,198,10736
528,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.32,9,16,6946
529,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8897.34190298462,0.49,8,256,5921
530,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.35,7,40,7075
531,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.45,6,272,5744
532,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.17,2,196,9183
533,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.42,3,36,6706
534,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.03,4,91,4769
535,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.01,3,175,4739
536,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.32,9,150,6780
537,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.31,2,186,891
538,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.15,3,258,8951
539,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.42,7,192,1783
540,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,3,72,3677
541,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.19,6,102,10512
542,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8298.750925039123,0.19,2,170,752
543,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.11,2,123,6166
544,1020,1,25,100,1500,100,100,2.744,2690.6032074593363,8592.897091226594,0.44,5,108,5524
545,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.34,2,75,6144
546,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.12,8,260,5476
547,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.17,7,204,7414
548,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.09,7,72,6574
549,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.26,3,120,6894
550,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8298.750925039123,0.25,7,250,6712
551,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.3,2,50,6407
552,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.34,3,195,5959
553,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.27,5,270,1370
554,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8298.750925039123,0.02,4,352,3524
555,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8592.897091226594,0.39,7,360,1673
556,1020,1,25,100,1500,100,100,2.744,2504.828290996109,8897.34190298462,0.46,5,124,1410
557,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,6,192,6800
558,1020,1,25,100,1500,100,100,2.744,2889.614557023334,8592.897091226594,0.45,3,150,5982
559,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.19,6,279,2172
560,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.4,2,100,3220
561,1020,1,25,100,1500,100,100,2.744,2788.396905758903,8298.750925039123,0.11,9,50,10513
562,1020,1,25,100,1500,100,100,2.744,2596.117637920465,8592.897091226594,0.31,9,220,5867
