,rho_brine,inj_rate,geo_grad,depth_bottom_usdw,depth_top_res,thick_res,perm_res,p_crit,plume_rad,pressure_front_rad
0,1010.0,0.25,25,100.0,800.0,50.0,5.0,0.686,1300.8706294758354,8298.750925039123
1,1010.0,0.25,25,100.0,800.0,50.0,10.0,0.686,1564.369117458862,10961.383501205395
2,1010.0,0.25,25,100.0,800.0,50.0,15.0,0.686,1745.656740968316,11749.686624564945
3,1010.0,0.25,25,100.0,800.0,50.0,20.0,0.686,1877.34080585019,11749.686624564945
4,1010.0,0.25,25,100.0,800.0,50.0,25.0,0.686,1946.660560944617,12594.15621944888
5,1010.0,0.25,25,100.0,800.0,50.0,30.0,0.686,2018.40733930441,13498.794137974763
6,1010.0,0.25,25,100.0,800.0,50.0,35.0,0.686,2092.6661158681363,13498.794137974763
7,1010.0,0.25,25,100.0,800.0,50.0,40.0,0.686,2092.6661158681363,14467.887363583815
8,1010.0,0.25,25,100.0,800.0,50.0,45.0,0.686,2169.5248407169115,14467.887363583815
9,1010.0,0.25,25,100.0,800.0,75.0,5.0,0.686,1207.5281412974266,7739.972799233259
10,1010.0,0.25,25,100.0,800.0,75.0,10.0,0.686,1400.863755015599,10225.511164222284
11,1010.0,0.25,25,100.0,800.0,75.0,15.0,0.686,1564.369117458862,10961.383501205395
12,1010.0,0.25,25,100.0,800.0,75.0,20.0,0.686,1683.136468145602,11749.686624564945
13,1010.0,0.25,25,100.0,800.0,75.0,25.0,0.686,1745.656740968316,11749.686624564945
14,1010.0,0.25,25,100.0,800.0,75.0,30.0,0.686,1810.3659735830986,12594.15621944888
15,1010.0,0.25,25,100.0,800.0,75.0,35.0,0.686,1877.34080585019,12594.15621944888
16,1010.0,0.25,25,100.0,800.0,75.0,40.0,0.686,1946.660560944617,12594.15621944888
17,1010.0,0.25,25,100.0,800.0,75.0,45.0,0.686,1946.660560944617,13498.794137974763
18,1010.0,0.25,25,100.0,800.0,100.0,5.0,0.686,1120.3939502987503,7218.359535112957
19,1010.0,0.25,25,100.0,800.0,100.0,10.0,0.686,1350.0070107550434,8897.34190298462
20,1010.0,0.25,25,100.0,800.0,100.0,15.0,0.686,1507.9813747655699,9538.582392420374
21,1010.0,0.25,25,100.0,800.0,100.0,20.0,0.686,1622.7311077993318,10961.383501205395
22,1010.0,0.25,25,100.0,800.0,100.0,25.0,0.686,1745.656740968316,11749.686624564945
23,1010.0,0.25,25,100.0,800.0,100.0,30.0,0.686,1810.3659735830986,11749.686624564945
24,1010.0,0.25,25,100.0,800.0,100.0,35.0,0.686,1877.34080585019,11749.686624564945
25,1010.0,0.25,25,100.0,800.0,100.0,40.0,0.686,1877.34080585019,11749.686624564945
26,1010.0,0.25,25,100.0,800.0,100.0,45.0,0.686,1877.34080585019,11749.686624564945
27,1010.0,0.25,25,100.0,800.0,125.0,5.0,0.686,1039.0551367620653,7218.359535112957
28,1010.0,0.25,25,100.0,800.0,125.0,10.0,0.686,1253.396415380532,8897.34190298462
29,1010.0,0.25,25,100.0,800.0,125.0,15.0,0.686,1400.863755015599,9538.582392420374
30,1010.0,0.25,25,100.0,800.0,125.0,20.0,0.686,1564.369117458862,10225.511164222284
31,1010.0,0.25,25,100.0,800.0,125.0,25.0,0.686,1683.136468145602,10961.383501205395
