,rho_brine,inj_rate,geo_grad,depth_bottom_usdw,depth_top_res,thick_res,perm_res,p_crit,plume_rad,pressure_front_rad,std_dev_to_perm_res_ratio,vertical_correlation,lateral_correlation,random_seed
177,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,10,160,547
178,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,734.9950299419285,1,8,198,1557
179,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,963.1262446506313,1,3,200,8847
180,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,627.2889262771712,1,2,304,7312
181,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,3,51,920
182,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,764.3189747302553,1,2,420,4955
183,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,652.8418649639875,1,2,320,6895
184,1020,1,25,100,1500,100,500,2.744,3331.1861257020587,734.9950299419285,1,5,460,11407
185,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,679.2894631401067,1,7,132,10336
186,1020,1,25,100,1500,100,500,2.744,3451.407913135139,1877.34080585019,1,6,99,352
187,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,10,64,640
188,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,734.9950299419285,1,7,14,8458
189,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,1300.8706294758354,1,5,48,10826
190,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,764.3189747302553,1,8,172,2332
191,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,533.4336321478145,1,7,294,7008
192,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,679.2894631401067,1,10,78,4674
193,1020,1,25,100,1500,100,500,2.744,3451.407913135139,963.1262446506313,1,8,81,11732
194,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,7,90,1511
195,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,9,66,5809
196,1020,1,25,100,1500,100,500,2.744,3975.886821734759,578.7469943073653,1,8,360,3920
197,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,1079.0248340103788,1,8,160,10982
198,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,1300.8706294758354,1,6,368,6051
199,1020,1,25,100,1500,100,500,2.744,2690.6032074593363,1564.369117458862,1,9,210,4390
200,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,602.6003828720548,1,3,414,2629
201,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,9,72,7013
202,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,794.669609473511,1,6,112,7288
203,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,3,60,8276
204,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,7,48,10632
205,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,679.2894631401067,1,3,150,7320
206,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,734.9950299419285,1,7,203,8238
207,1020,1,25,100,1500,100,500,2.744,3215.03115606588,1079.0248340103788,1,10,200,9636
208,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,679.2894631401067,1,4,210,12221
209,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,858.5959932573792,1,9,168,10916
210,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,627.2889262771712,1,4,102,2845
211,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,794.669609473511,1,4,490,10033
212,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,8,28,5219
213,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,3,180,6530
214,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,794.669609473511,1,10,308,6351
215,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,764.3189747302553,1,6,144,9509
216,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,9,16,5793
217,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,927.0771216668321,1,3,231,9026
218,1020,1,25,100,1500,100,500,2.744,3331.1861257020587,1300.8706294758354,1,3,20,8059
219,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,2,208,5019
220,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,602.6003828720548,1,5,150,1607
221,1020,1,25,100,1500,100,500,2.744,3215.03115606588,734.9950299419285,1,3,432,8378
222,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,892.2474549733066,1,3,76,6670
223,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,5,48,5361
224,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,2,432,3048
225,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,8,25,5999
226,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,6,45,12056
227,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,858.5959932573792,1,4,154,7071
228,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,963.1262446506313,1,2,60,1548
229,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,8,72,10922
230,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,858.5959932573792,1,4,48,10027
231,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,794.669609473511,1,4,75,10633
232,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,679.2894631401067,1,10,119,10249
233,1020,1,25,100,1500,100,500,2.744,3975.886821734759,764.3189747302553,1,9,315,3391
234,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,578.7469943073653,1,5,245,4612
235,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,858.5959932573792,1,3,238,10572
236,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,602.6003828720548,1,2,180,606
237,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,963.1262446506313,1,7,56,3462
238,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,826.0828806403975,1,7,64,9610
239,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,602.6003828720548,1,10,144,3507
240,1020,1,25,100,1500,100,500,2.744,2788.396905758903,963.1262446506313,1,6,120,328
241,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,10,190,5551
242,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,679.2894631401067,1,7,160,7958
243,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,3,35,2538
244,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,6,76,5783
245,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,734.9950299419285,1,5,117,5738
246,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,826.0828806403975,1,3,48,366
247,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,764.3189747302553,1,9,441,4956
248,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,963.1262446506313,1,4,25,5012
249,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,794.669609473511,1,3,108,1239
250,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,927.0771216668321,1,9,72,11063
251,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,826.0828806403975,1,2,102,3614
252,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,2,171,5628
253,1020,1,25,100,1500,100,500,2.744,3451.407913135139,1120.3939502987503,1,8,168,359
254,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,794.669609473511,1,8,144,3548
255,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,10,200,4512
256,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,5,138,217
257,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,2,340,10638
258,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,927.0771216668321,1,2,288,9043
259,1020,1,25,100,1500,100,500,2.744,3975.886821734759,794.669609473511,1,8,192,4631
260,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,7,42,5551
261,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,3,126,12209
262,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,1163.2114820866102,1,7,168,4241
263,1020,1,25,100,1500,100,500,2.744,3975.886821734759,734.9950299419285,1,4,152,1130
264,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,2,420,978
265,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,2,154,1630
266,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,5,156,641
267,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,652.8418649639875,1,10,480,564
268,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,826.0828806403975,1,7,126,1643
269,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,10,76,6281
270,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,627.2889262771712,1,3,77,5317
271,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,794.669609473511,1,2,150,1720
272,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,826.0828806403975,1,10,217,10152
273,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,858.5959932573792,1,5,38,10125
274,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,5,78,6824
275,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,602.6003828720548,1,9,54,2618
276,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,602.6003828720548,1,7,63,3693
277,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,706.6630446235681,1,3,126,8907
278,1020,1,25,100,1500,100,500,2.744,3215.03115606588,892.2474549733066,1,6,180,1546
279,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,652.8418649639875,1,7,62,11002
280,1020,1,25,100,1500,100,500,2.744,3975.886821734759,533.4336321478145,1,2,423,9002
281,1020,1,25,100,1500,100,500,2.744,3331.1861257020587,1207.5281412974266,1,5,63,4839
282,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,1253.396415380532,1,9,144,3990
283,1020,1,25,100,1500,100,500,2.744,3837.9231573496336,734.9950299419285,1,8,210,1316
284,1020,1,25,100,1500,100,500,2.744,3704.6264763593404,764.3189747302553,1,2,117,12061
285,1020,1,25,100,1500,100,500,2.744,3575.8389057898266,826.0828806403975,1,3,160,7749
