,rho_brine,inj_rate,geo_grad,depth_bottom_usdw,depth_top_res,thick_res,perm_res,p_crit,plume_rad,pressure_front_rad
0,1020.0,0.25,23.0,100.0,200.0,50.0,10,0.196,2169.5248407169115,16618.13666728247
1,1020.0,0.25,23.0,100.0,200.0,50.0,50,0.196,3704.6264763593404,25167.06840584371
2,1020.0,0.25,23.0,100.0,200.0,50.0,100,0.196,4266.474423355583,28896.262404946177
3,1020.0,0.25,23.0,100.0,200.0,50.0,250,0.196,5086.78032207291,46845.28544008747
4,1020.0,0.25,23.0,100.0,200.0,50.0,500,0.196,5852.601309089836,50190.31084033535
5,1020.0,0.25,23.0,100.0,200.0,50.0,1000,0.196,5852.601309089836,50190.31084033535
6,1020.0,0.25,23.0,100.0,200.0,100.0,10,0.196,2018.40733930441,12594.15621944888
7,1020.0,0.25,23.0,100.0,200.0,100.0,50,0.196,3215.03115606588,21917.44198967878
8,1020.0,0.25,23.0,100.0,200.0,100.0,100,0.196,3837.9231573496336,26967.524307794774
9,1020.0,0.25,23.0,100.0,200.0,100.0,250,0.196,4419.4425246661085,38086.888614520634
10,1020.0,0.25,23.0,100.0,200.0,100.0,500,0.196,5852.601309089836,35546.87327492184
11,1020.0,0.25,23.0,100.0,200.0,100.0,1000,0.196,6276.904517930638,28896.262404946177
12,1020.0,0.25,23.0,100.0,200.0,150.0,10,0.196,1946.660560944617,11749.686624564945
13,1020.0,0.25,23.0,100.0,200.0,150.0,50,0.196,2994.376040693835,20452.871839487958
14,1020.0,0.25,23.0,100.0,200.0,150.0,100,0.196,3451.407913135139,23486.362528950376
15,1020.0,0.25,23.0,100.0,200.0,150.0,250,0.196,4419.4425246661085,30962.42278319926
16,1020.0,0.25,23.0,100.0,200.0,150.0,500,0.196,5456.518908009836,25167.06840584371
17,1020.0,0.25,23.0,100.0,200.0,150.0,1000,0.196,6276.904517930638,19085.711635296982
18,1020.0,0.25,23.0,100.0,200.0,200.0,10,0.196,1810.3659735830986,11749.686624564945
19,1020.0,0.25,23.0,100.0,200.0,200.0,50,0.196,2889.614557023334,17809.48254945908
20,1020.0,0.25,23.0,100.0,200.0,200.0,100,0.196,3331.1861257020587,20452.871839487958
21,1020.0,0.25,23.0,100.0,200.0,200.0,250,0.196,4266.474423355583,28896.262404946177
22,1020.0,0.25,23.0,100.0,200.0,200.0,500,0.196,5456.518908009836,21917.44198967878
23,1020.0,0.25,23.0,100.0,200.0,200.0,1000,0.196,6276.904517930638,14467.887363583815
24,1020.0,0.25,23.0,100.0,600.0,50.0,10,0.9800000000000001,1745.656740968316,10587.117059904034
25,1020.0,0.25,23.0,100.0,600.0,50.0,50,0.9800000000000001,2690.6032074593363,15506.028326602147
26,1020.0,0.25,23.0,100.0,600.0,50.0,100,0.9800000000000001,2889.614557023334,17809.48254945908
27,1020.0,0.25,23.0,100.0,600.0,50.0,250,0.9800000000000001,3704.6264763593404,16618.13666728247
28,1020.0,0.25,23.0,100.0,600.0,50.0,500,0.9800000000000001,3837.9231573496336,14467.887363583815
29,1020.0,0.25,23.0,100.0,600.0,50.0,1000,0.9800000000000001,4419.4425246661085,8897.34190298462
30,1020.0,0.25,23.0,100.0,600.0,100.0,10,0.9800000000000001,1507.9813747655699,8897.34190298462
31,1020.0,0.25,23.0,100.0,600.0,100.0,50,0.9800000000000001,2331.4094399480146,11749.686624564945
32,1020.0,0.25,23.0,100.0,600.0,100.0,100,0.9800000000000001,2596.117637920465,12594.15621944888
33,1020.0,0.25,23.0,100.0,600.0,100.0,250,0.9800000000000001,3215.03115606588,9538.582392420374
34,1020.0,0.25,23.0,100.0,600.0,100.0,500,0.9800000000000001,3575.8389057898266,4911.237766589093
35,1020.0,0.25,23.0,100.0,600.0,100.0,1000,0.9800000000000001,4118.680869937337,491.13410456659255
36,1020.0,0.25,23.0,100.0,600.0,150.0,10,0.9800000000000001,1400.863755015599,8298.750925039123
37,1020.0,0.25,23.0,100.0,600.0,150.0,50,0.9800000000000001,2169.5248407169115,10225.511164222284
38,1020.0,0.25,23.0,100.0,600.0,150.0,100,0.9800000000000001,2504.828290996109,9538.582392420374
39,1020.0,0.25,23.0,100.0,600.0,150.0,250,0.9800000000000001,3102.8054334306075,6731.439262573933
40,1020.0,0.25,23.0,100.0,600.0,150.0,500,0.9800000000000001,3575.8389057898266,2018.40733930441
41,1020.0,0.25,23.0,100.0,600.0,150.0,1000,0.9800000000000001,4118.680869937337,0.1
42,1020.0,0.25,23.0,100.0,600.0,200.0,10,0.9800000000000001,1400.863755015599,7739.972799233259
43,1020.0,0.25,23.0,100.0,600.0,200.0,50,0.9800000000000001,2169.5248407169115,8897.34190298462
44,1020.0,0.25,23.0,100.0,600.0,200.0,100,0.9800000000000001,2504.828290996109,7739.972799233259
45,1020.0,0.25,23.0,100.0,600.0,200.0,250,0.9800000000000001,3215.03115606588,3704.6264763593404
46,1020.0,0.25,23.0,100.0,600.0,200.0,500,0.9800000000000001,3704.6264763593404,1120.3939502987503
47,1020.0,0.25,23.0,100.0,600.0,200.0,1000,0.9800000000000001,4419.4425246661085,0.1
48,1020.0,0.25,23.0,100.0,1000.0,50.0,10,1.7640000000000002,1453.5010956062054,8014.555025680014
49,1020.0,0.25,23.0,100.0,1000.0,50.0,50,1.7640000000000002,1946.660560944617,10225.511164222284
50,1020.0,0.25,23.0,100.0,1000.0,50.0,100,1.7640000000000002,2092.6661158681363,8897.34190298462
51,1020.0,0.25,23.0,100.0,1000.0,50.0,250,1.7640000000000002,2416.6270460594747,4911.237766589093
52,1020.0,0.25,23.0,100.0,1000.0,50.0,500,1.7640000000000002,2690.6032074593363,0.1
53,1020.0,0.25,23.0,100.0,1000.0,50.0,1000,1.7640000000000002,2994.376040693835,0.1
54,1020.0,0.25,23.0,100.0,1000.0,100.0,10,1.7640000000000002,1207.5281412974266,6731.439262573933
55,1020.0,0.25,23.0,100.0,1000.0,100.0,50,1.7640000000000002,1622.7311077993318,6731.439262573933
56,1020.0,0.25,23.0,100.0,1000.0,100.0,100,1.7640000000000002,1946.660560944617,3975.886821734759
57,1020.0,0.25,23.0,100.0,1000.0,100.0,250,1.7640000000000002,2249.074543240092,627.2889262771712
58,1020.0,0.25,23.0,100.0,1000.0,100.0,500,1.7640000000000002,2596.117637920465,0.1
59,1020.0,0.25,23.0,100.0,1000.0,100.0,1000,1.7640000000000002,2889.614557023334,0.1
60,1020.0,0.25,23.0,100.0,1000.0,150.0,10,1.7640000000000002,1079.0248340103788,5852.601309089836
61,1020.0,0.25,23.0,100.0,1000.0,150.0,50,1.7640000000000002,1564.369117458862,4577.766345139718
62,1020.0,0.25,23.0,100.0,1000.0,150.0,100,1.7640000000000002,1810.3659735830986,2092.6661158681363
63,1020.0,0.25,23.0,100.0,1000.0,150.0,250,1.7640000000000002,2169.5248407169115,0.1
64,1020.0,0.25,23.0,100.0,1000.0,150.0,500,1.7640000000000002,2596.117637920465,0.1
65,1020.0,0.25,23.0,100.0,1000.0,150.0,1000,1.7640000000000002,2889.614557023334,0.1
66,1020.0,0.25,23.0,100.0,1000.0,200.0,10,1.7640000000000002,1039.0551367620653,4911.237766589093
67,1020.0,0.25,23.0,100.0,1000.0,200.0,50,1.7640000000000002,1507.9813747655699,3215.03115606588
68,1020.0,0.25,23.0,100.0,1000.0,200.0,100,1.7640000000000002,1810.3659735830986,1163.2114820866102
69,1020.0,0.25,23.0,100.0,1000.0,200.0,250,1.7640000000000002,2169.5248407169115,0.1
70,1020.0,0.25,23.0,100.0,1000.0,200.0,500,1.7640000000000002,2596.117637920465,0.1
71,1020.0,0.25,23.0,100.0,1000.0,200.0,1000,1.7640000000000002,2994.376040693835,0.1
72,1020.0,0.25,23.0,100.0,1400.0,50.0,10,2.548,1400.863755015599,7474.679037956332
73,1020.0,0.25,23.0,100.0,1400.0,50.0,50,2.548,1810.3659735830986,6970.710712835172
74,1020.0,0.25,23.0,100.0,1400.0,50.0,100,2.548,1946.660560944617,4419.4425246661085
75,1020.0,0.25,23.0,100.0,1400.0,50.0,250,2.548,2249.074543240092,602.6003828720548
76,1020.0,0.25,23.0,100.0,1400.0,50.0,500,2.548,2504.828290996109,0.1
77,1020.0,0.25,23.0,100.0,1400.0,50.0,1000,2.548,2788.396905758903,0.1
78,1020.0,0.25,23.0,100.0,1400.0,100.0,10,2.548,1120.3939502987503,5268.468973509327
79,1020.0,0.25,23.0,100.0,1400.0,100.0,50,2.548,1507.9813747655699,3102.8054334306075
80,1020.0,0.25,23.0,100.0,1400.0,100.0,100,2.548,1810.3659735830986,963.1262446506313
81,1020.0,0.25,23.0,100.0,1400.0,100.0,250,2.548,2092.6661158681363,0.1
82,1020.0,0.25,23.0,100.0,1400.0,100.0,500,2.548,2416.6270460594747,0.1
83,1020.0,0.25,23.0,100.0,1400.0,100.0,1000,2.548,2690.6032074593363,0.1
84,1020.0,0.25,23.0,100.0,1400.0,150.0,10,2.548,1039.0551367620653,4266.474423355583
85,1020.0,0.25,23.0,100.0,1400.0,150.0,50,2.548,1453.5010956062054,1564.369117458862
